ENVIRONMENT,NAME,PARENT,CHILD,WHERECLAUSE,CARDINALITY,DBJOINREQUIRED,REMARKS,MAXRELATIONSHIPID
ODN1,PLUSCDSASSETLINK,LOCATIONS,PLUSCDSASSETLINK,location=:location and revisionnum in (select revisionnum from plusdsplan where dsplannum=pluscdsassetlink.dsplannum and status in (select value from synonymdomain where domainid = 'PLUSCDSSTATUS' and maxvalue = 'APPR')),-,-,Relationship to PLUSCDSASSETLINK for the Attach Data Sheets dialog,96337
ODN1,PLUSCDSASSETSLINK,PLUSDSPLAN,PLUSCDSASSETLINK,dsplannum=:dsplannum and revisionnum=:revisionnum,-,-,-,96338
ODN1,PLUSCDSCHGSTATUS,PLUSDSPLAN,PLUSCDSCHGSTATUS,dsplannum=:dsplannum,-,-,-,96339
ODN1,PLUSCDSCONFIG,PLUSDSPLAN,PLUSCDSCONFIG,dsplannum=:dsplannum and revisionnum=:revisionnum,-,-,-,96340
ODN1,PLUSCDSINSTR,PLUSDSPLAN,PLUSCDSINSTR,dsplannum=:dsplannum and revisionnum=:revisionnum,-,-,-,96341
ODN1,PLUSCDSINSTRASSET,PLUSCWODSINSTR,ASSET,assetnum = :assetnum,-,-,-,96342
ODN1,PLUSCDSINSTRDYNAMIC,PLUSCDSINSTR,PLUSCDSPOINT,dsplannum=:dsplannum and instrseq=:instrseq and revisionnum = :revisionnum and caldynamic = :yes,-,-,Relationship for the presentation of dynamic checks,96343
ODN1,PLUSCDSINSTRFUNCTION,PLUSCDSINSTR,PLUSCDSPOINT,dsplannum=:dsplannum and instrseq=:instrseq and revisionnum = :revisionnum and calfunction = :yes,-,-,Relationship for the presentation of function checks,96344
ODN1,PLUSCDSINSTRPOINTS,PLUSCDSINSTR,PLUSCDSPOINT,dsplannum=:dsplannum and instrseq=:instrseq and revisionnum = :revisionnum and calpoint = :yes,-,-,-,96345
ODN1,PLUSCDSLOOPDYNAMIC,PLUSDSPLAN,PLUSCDSPOINT,dsplannum=:dsplannum and revisionnum = :revisionnum and caldynamic = :yes,-,-,Loop relationship for the presentation of dynamic checks,96346
ODN1,PLUSCDSLOOPFUNCTION,PLUSDSPLAN,PLUSCDSPOINT,dsplannum=:dsplannum and revisionnum = :revisionnum and calfunction = :yes,-,-,Loop relationship for the presentation of function checks,96347
ODN1,PLUSCDSLOOPPOINTS,PLUSDSPLAN,PLUSCDSPOINT,dsplannum=:dsplannum and revisionnum = :revisionnum and calpoint = :yes,-,-,-,96348
ODN1,PLUSCDSPOINT,PLUSDSPLAN,PLUSCDSPOINT,dsplannum=:dsplannum and ((orgid=:orgid and siteid=:siteid) or (orgid=:orgid and siteid is null) or (orgid is null and siteid is null)),-,-,-,96349
ODN1,PLUSCDSPOINTINSTRS,PLUSCDSPOINT,PLUSCDSINSTR,dsplannum=:dsplannum and instrseq=:instrseq and revisionnum=:revisionnum,-,-,-,96350
ODN1,PLUSCDSPOINTSINSTR,PLUSCDSPOINT,PLUSCDSINSTR,dsplannum=:dsplannum and instrseq=:instrseq and revisionnum=:revisionnum,-,-,-,96351
ODN1,PLUSCDSREVISIONHIST,PLUSDSPLAN,PLUSCDSSTATUS,dsplannum=:dsplannum,-,-,Revision history,96352
ODN1,PLUSCDSREVISIONINPUT,PLUSDSPLAN,PLUSCDSREVINPUT,-,-,-,Relationship to the non-persistent RevisionInput object. (No where clause). The resulting set will contain zero objects.,96353
ODN1,PLUSCDSSTAHISTORY,PLUSDSPLAN,PLUSCDSSTATUS,dsplannum=:dsplannum and revisionnum= :revisionnum,-,-,-,96354
ODN1,PLUSCDSSTATUS,PLUSDSPLAN,PLUSCDSSTATUS,dsplannum=:dsplannum,-,-,-,96355
ODN1,PLUSCFILTER,TOOLITEM,PLUSCFILTER,itemnum = :itemnum,-,-,Relationship for the filter,96356
ODN1,PLUSCFILTERWO,PLUSCFILTER,WORKORDER,-,-,-,Relationship for the filter view tool usage dialog,96357
ODN1,PLUSCITEM,WPTOOL,ITEM,itemnum=:pluscitemnum,-,-,-,96358
ODN1,PLUSCJOBPLAN,MASTERPMSEQ,JOBPLAN,jpnum = :jpnum and status in (select value from synonymdomain where domainid='JOBPLANSTATUS' and maxvalue ='ACTIVE'),-,-,Relationship to the Master PM's Jobplan records,used to find the jobplan records for a given Master PM
ODN1,PLUSGPOLICYSPECCLASS,PLUSGPOLICY,PLUSGPOLICYSPEC,policyid = :plusgpolicyid and classstructureid = :classstructureid,-,-,Relationship to the plusgpolicyspec table,used to find the plusgpolicyspec records for a given policy (plusgpolicy.plusgpolicyid=plusgpolicyspec.policyid and plusgpolicy.classstructureid=plusgpolicyspec.classstructureid). The resulting set will contain zero or more objects.
ODN1,PLUSGRELATEDTICKET,PLUSGPOLICY,PLUSGRELATEDREC,recordkey = :plusgpolicyid and class = 'PLUSGPOLICY' and relatedrecclass in (select value from synonymdomain where domainid ='TKCLASS'),-,-,Retrieves the tickets related to a policy record,96913
ODN1,PLUSGRELATEDWO,PLUSGPOLICY,PLUSGRELATEDREC,recordkey = :plusgpolicyid and class = 'PLUSGPOLICY' and relatedrecclass in (select value from synonymdomain where domainid = 'WOCLASS'),-,-,Retrieves the work orders related to a policy record,96914
ODN1,PLUSGPOLICY,ASSET,PLUSGPOLICY,plusgpolicyid = :plusgpolicyid,-,-,Retrieves the information of a policy from an asset.,96915
ODN1,PLUSGPOLICY,LOCATIONS,PLUSGPOLICY,plusgpolicyid = :plusgpolicyid,-,-,Retrieves the information of a policy from a location.,96916
ODN1,PLUSGPOLICY,JOBPLAN,PLUSGPOLICY,plusgpolicyid = :plusgpolicyid,-,-,Retrieves the information of a policy from a job plan.,96917
ODN1,PLUSGPOLICY,PM,PLUSGPOLICY,plusgpolicyid = :plusgpolicyid,-,-,Retrieves the information of a policy from a preventice maintenance.,96918
ODN1,PLUSGINVCAUSEAN,PROBLEM,PLUSGINVCAUSEAN,ticketid = :ticketid and class = :class,-,-,Selects all the cause analysis for current investigation.,96919
ODN1,PLUSGPROCEDURECHSTATUS,PLUSGPROCEDURE,PLUSGPROCEDURECHSTATUS,-,-,-,Relationship to the non-persistent PLUSGPROCEDUREChStatus mbo. The resulting set will contain zero or more objects,96920
ODN1,PLUSGPROCSTATUS,PLUSGPROCEDURE,PLUSGPROCSTATUS,plusgprocedureid = :plusgprocedureid,-,-,Relationship to the PLUSGPROCSTATUS mbo,used to find all procedure's status.
ODN1,PLUSGSTATUSDESC,PLUSGPROCEDURE,SYNONYMDOMAIN,domainid='PLUSGPROCSTATUS' and value = :status,-,-,Relationship to SYNONYMDOMAIN,96922
ODN1,PLUSGPERSONS,PLUSGPROCEDURE,PERSONGROUPVIEW,1=1,-,-,Retrieves all persons on PERSONGROUPVIEW.,96923
ODN1,BOOKMARK,PLUSGPROCEDURE,BOOKMARK,app = 'PLUSGPROC' and keyvalue = :plusgprocedureid,-,-,Relationship to the bookmark records,used to find the bookmark records for a given procedure.
ODN1,DOCLINKS,PLUSGPROCEDURE,DOCLINKS,ownertable = 'PLUSGPROCEDURE' and ownerid = :plusgprocedureid,-,-,Relationship to the Doclinks table.  Used to find out DocLinks for the Procedure. The resultset will contain zero or more objects.,96925
ODN1,PLUSGREGULATION,PLUSGPROCEDURE,PLUSGREGULATION,plusgregulationid = :regulationid,-,-,Retrieves regulation's information,96926
ODN1,PLUSGCREATEDBY,PLUSGPROCEDURE,PERSON,personid = :createdby,-,-,Retrieves a person record based on created by field,96927
ODN1,PLUSGAPPROVEDBY,PLUSGPROCEDURE,PERSON,personid = :approvedby,-,-,Retrieves a person record based on approved by field,96928
ODN1,PLUSGPROCEDURE,PERSON,PLUSGPROCEDURE,createdby = :personid or approvedby = :personid,-,-,Retrieves operating procedures associated with current person.,96929
ODN1,PLUSGPROCLINE,PLUSGPROCEDURE,PLUSGPROCLINE,procedureid = :plusgprocedureid,-,-,Retrieves all the procedure lines associated with current operating procedure.,96930
ODN1,PLUSGSTDACT,PLUSGPROCLINE,PLUSGSTDACT,plusgstdactid = :stdactid,-,-,Relationship to the standard action table. This relationship is used to retrieve information about a standard action.,96931
ODN1,PLUSGPROCLINE,PLUSGSTDACT,PLUSGPROCLINE,stdactid = :plusgstdactid,-,-,Retrieves all the operating procedure lines that use the current standard action.,96932
ODN1,WORKLOG,PLUSGPROCEDURE,WORKLOG,recordkey = :procnum and class = 'PLUSGPROCEDURE' and ((:orgid is null or :orgid = '') or (orgid = :orgid and ((:siteid is null or :siteid = '') or siteid = :siteid))),-,-,Relationship to the worklog records,used to find the worklog records for a given procedure
ODN1,COMMLOG,PLUSGPROCEDURE,COMMLOG,ownerid = :plusgprocedureid and ownertable = 'PLUSGPROCEDURE',-,-,Relationship to the COMMLOG table used to get all communication log entries for a procedure,96934
ODN1,PLUSGRISKASSESS_REL,JOBPLAN,PLUSGRISKASSESS,jobplanid = :jobplanid,-,-,Retrieves risk assessments associated with current job plan.,96936
ODN1,PLUSGRISKASSESS_REL,LOCATIONS,PLUSGRISKASSESS,locationsid = :locationsid,-,-,Retrieves risk assessments associated with current location.,96937
ODN1,PLUSGSHIFTLOG,PERSON,PLUSGSHIFTLOG,supervisor = :personid,-,-,Retrieves shift logs associated with current person.,96938
ODN1,PLUSGSHIFTTEAM,PERSON,PLUSGSHIFTTEAM,personid = :personid,-,-,Relationship between shift team table and person.,96939
ODN1,PLUSGPROCEDURE,PLUSGPOLICY,PLUSGPROCEDURE,plusgprocedureid = :procedureid,-,-,Retrieves information about an operating procedure associated with current operating policy.,96940
ODN1,PLUSGPOLICY,PLUSGPROCEDURE,PLUSGPOLICY,procedureid = :plusgprocedureid,-,-,Retrieves all the operating policies associated with the current operating procedure.,96941
ODN1,PLUSGPROCEDURE,JOBTASK,PLUSGPROCEDURE,plusgprocedureid = :plusgprocedureid,-,-,Retrieves information about an operating procedure associated with current job plan task.,96942
ODN1,JOBTASK,PLUSGPROCEDURE,JOBTASK,plusgprocedureid = :plusgprocedureid,-,-,Retrieves all the operating policies associated with the current job plan task.,96943
ODN1,PLUSGPROCEDURE,WORKORDER,PLUSGPROCEDURE,plusgprocedureid = :plusgprocedureid,-,-,Retrieves information about an operating procedure associated with current work order task.,96944
ODN1,WORKORDER,PLUSGPROCEDURE,WORKORDER,plusgprocedureid = :plusgprocedureid,-,-,Retrieves all the operating policies associated with the current work order task.,96945
ODN1,PLUSGINVFMECA,PROBLEM,PLUSGINVFMECA,ticketid = :ticketid and class = :class,-,-,Selects all the cause analysis for current investigation.,96946
ODN1,PLUSGACTIONBY,PLUSGINVFMECA,PERSON,personid = :actionby,-,-,Retrieves a person record based on action by field,96947
ODN1,PLUSGINVFMECA,PERSON,PLUSGINVFMECA,actionby = :personid,-,-,Retrieves investigations associated with current person.,96948
ODN1,PERSON,PLUSGPOLICYHIST,PERSON,personid = :changedby,-,-,Retrieves a person record based on changed by field,96949
ODN1,PLUSGPOLICYHIST,PLUSGPOLICY,PLUSGPOLICYHIST,plusgpolicyid = :plusgpolicyid,-,-,Retrieves the historic information of a policy,96950
ODN1,MAXATTRIBUTE,PLUSGPOLICYHIST,MAXATTRIBUTE,attributename = :attributename and objectname='PLUSGPOLICY',-,-,Retrieves information about a field,96951
ODN1,PLUSGCRINV,LOCATIONS,PROBLEM,-,-,-,Dummy relationship for Create Investigation dialog on Locations application.,96952
ODN1,PLUSGCRDEF,LOCATIONS,INCIDENT,-,-,-,Dummy relationship for Create Defect dialog on Locations application.,96953
ODN1,PLUSGCRRSK,LOCATIONS,PLUSGRISKASSESS,-,-,-,Dummy relationship for Create Risk Assessment dialog on Locations application.,96954
ODN1,DRILLDOWN,INVUSELINE,DRILLDOWN,-,-,-,Relationship from the INVUSELINE to the non-persistent DrillDown table. (No where clause). The resulting set will contain zero objects. This relationship is used when the DrillDown page is launched from a location or asset field.,95927
ODN1,NEWINVUSELINESPLIT,INVUSELINE,INVUSELINESPLIT,invuselineid=:invuselineid,-,-,Relationship to the InvUseLineSplit table,used to find the invuselinesplit records for a given invuseline. The resulting set will contain one object.
ODN1,INVUSE,PO,INVUSE,fromstoreloc=:storeloc and siteid=:siteid,-,-,Relationship to the INVUSE table,used to find the invuse records for a given invuseline. The resulting set will contain one object.
ODN1,WORKPACKMATERIALS,WORKORDER,WPMATERIAL,wonum in (select wonum from workorder where wonum in (select wonum from woancestor where ancestor = :wonum and siteid=:siteid)) and siteid=:siteid,MULTIPLE,-,Relationship to find all WPMaterial in a work package (Current work order and all related children),95930
ODN1,ALLDIRECTREQMATERIAL,WORKORDER,WPMATERIAL,wonum=:wonum and siteid=:siteid and directreq=:yes,MULTIPLE,-,Relationship to show all plan material that is a direct issue.,95931
ODN1,ALLSTOREWPMATERIAL,WORKORDER,WPMATERIAL,wonum=:wonum and siteid=:siteid and directreq=:no,MULTIPLE,-,Relationship to find all the planned materials that are not direct issues.,95932
ODN1,PRLINE,WPMATERIAL,PRLINE,prnum=:pr and prlinenum=:prlinenum and siteid=:siteid,-,-,Relationship to find the prline from a planned material on a work order,95933
ODN1,POLINE,WPMATERIAL,POLINE,ponum in (select prline.ponum from prline,po where prnum=:pr and prlinenum=:prlinenum and prline.siteid=:siteid and po.ponum=poline.ponum and po.revisionnum=poline.revisionnum and po.siteid=poline.siteid and status in (select value from synonymdomain where domainid='POSTATUS' and maxvalue in ('WAPPR','APPR','INPRG','CLOSE'
ODN1,INVRESERVE,WPMATERIAL,INVRESERVE,requestnum=:requestnum and siteid=:siteid,-,-,Used to find the reservation of a wpmaterial,95935
ODN1,DIMATUSETRANS,WPMATERIAL,MATUSETRANS,refwo=:wonum and itemnum=:itemnum and itemsetid = :itemsetid and tositeid=:siteid and 1=:directreq and storeloc is null,-,-,Relationship to the MatUseTrans table,used to find the matusetrans for a given work plan material. This resulting set will contain only items that are direct request.
ODN1,VOIDRECEIPTINPUT,PO,RECEIPTINPUT,-,-,-,Relationship to the non-persistent ReceiptInput table,used to create receipt void transactions for a given purchase order. (No where clause). The resulting set will contain zero objects.  Note: This relationship is used only for the Receiving application
ODN1,VOIDRECEIPTS,MATRECTRANS,MATRECTRANS,receiptref=:matrectransid and issuetype in (select value from synonymdomain where domainid='ISSUETYP' and maxvalue='VOIDRECEIPT'),-,-,Relationship to the MatRecTrans table,used to find all voided receipts.
ODN1,RETURNVOIDRECEIPTS,MATRECTRANS,MATRECTRANS,receiptref=:matrectransid and issuetype in (select value from synonymdomain where domainid='ISSUETYP' and maxvalue in ('RETURN','VOIDRECEIPT')),-,-,Relationship to the MatRecTrans table
ODN1,DMCOLLOBJ,DMCOLLECTION,DMCOLLECTIONOBJECT,collection=:collection and source=:source,-,-,Relationship to find all DMCOLLECTIONOBJECTs for a DMCOLLECTION,95940
ODN1,DMCOLLOBJVLDT,DMCOLLECTION,DMCOLLECTIONOBJECT,collection=:collection and source=:source and validationresult is not null,-,-,Relationship to find invalid DMCOLLECTIONOBJECTs for a DMCOLLECTION,95941
ODN1,MAXAPPS,DMCOLLECTIONOBJECT,MAXAPPS,(app not in ('CHANGEPSWD','LOGGING') ) and ( maintbname in (select objectname from maxintobjdetail where parentobjid is null and intobjectname in (select intobjectname from maxintobject where usewith in (select value from synonymdomain where domainid='INTUSEWITH' and maxvalue='MIGRATIONMGR')))),-,-,A relationship from DMCOLLECTIONOBJECT to MAXAPPS
ODN1,DMCOLLAPPTOOLBAR,MAXAPPS,DMCOLLAPPTOOLBAR,appname=:app,-,-,Relationship from MAXAPPS to DMCOLLAPPTOOLBAR,95943
ODN1,DMCOLLAPPTOOLBAR,DMCOLLTOOLDISP,DMCOLLAPPTOOLBAR,appname=:app,-,-,Relationship from DMCOLLTOOLDISP to DMCOLLAPPTOOLBAR,95944
ODN1,DMCOLLASYNCJOB,DMCOLLECTION,DMCOLLASYNCJOB,collection=:collection and source=:source,-,-,Relationship from DMCOLLECTION to DMCOLLASYNCJOB,95945
ODN1,DMCOLLASYNCJOBMSG,DMCOLLECTION,DMCOLLASYNCJOBMSG,1=1,-,-,Relationship from DMCOLLECTION to DMCOLLASYNCJOBMSG,95946
ODN1,DMCOLLECTIONRELOBJ,DMCOLLECTION,DMCOLLECTIONRELOBJ,dmcollectionid=:dmcollectionid,-,-,Relationship from DMCOLLECTION to DMCOLLECTIONRELOBJ,95947
ODN1,DMCOLLECTIONRELOBJ,DMCOLLECTIONOBJECT,DMCOLLECTIONRELOBJ,dmcollectionobjectid=:dmcollectionobjectid,-,-,Relationship from DMCOLLECTIONOBJECT to DMCOLLECTIONRELOBJ,95948
ODN1,DMCOLLECTIONOBJECT,DMCOLLECTIONRELOBJ,DMCOLLECTIONOBJECT,dmcollectionobjectid = :dmcollectionobjectid,-,-,Relationship from DMCOLLECTIONRELOBJ to DMCOLLECTIONOBJECT,95949
ODN1,DMCOLLPACKAGEMAP,DMCOLLECTION,DMCOLLPACKAGEMAP,dmcollectionid=:dmcollectionid,-,-,Relationship from DMCOLLECTION to DMCOLLPACKAGEMAP,95950
ODN1,DMCOLLPACKAGEMAP,DMPACKAGEDEF,DMCOLLPACKAGEMAP,dmpackagedefid=:dmpackagedefid,-,-,Relationship from DMPACKAGEDEF to DMCOLLPACKAGEMAP,95951
ODN1,DMPACKAGEDEF,DMCOLLECTION,DMPACKAGEDEF,exists (select 1 from dmcollpackagemap where dmcollpackagemap.dmpackagedefid = dmpackagedef.dmpackagedefid and dmcollpackagemap.dmcollectionid=:dmcollectionid),-,-,Relationship from DMCOLLECTION to DMPACKAGEDEF,95952
ODN1,DMPACKAGEDEFDEL,DMCOLLECTION,DMPACKAGEDEF,exists (select 1 from dmcollpackagemap where dmcollpackagemap.dmpackagedefid = dmpackagedef.dmpackagedefid and dmcollpackagemap.dmcollectionid=:dmcollectionid),-,-,Relationship from DMCOLLECTION to DMPACKAGEDEF,95953
ODN1,DMCOLLEVENTTRK,DMCOLLECTION,DMCOLLEVENTTRK,dmcollectionid=:dmcollectionid,-,-,Relationship from DMCOLLECTION to DMCOLLEVENTTRK,95954
ODN1,DMCOLLRELRULECOLS,DMCOLLRELRULE,DMCOLLRELRULECOLS,dmcollrelruleid=:dmcollrelruleid,-,-,Relationship from DMCOLLRELRULE to DMCOLLRELRULECOLS,95955
ODN1,EXPBUILDER,DMCOLLLOOKUPRULE,EXPBUILDER,1=1,-,-,Relationship from DMCOLLLOOKUPRULE to EXPBUILDER,95956
ODN1,MAPPING_TREE,DMPACKAGEDEF,DMMAPTREE,-,-,-,Relationship for Mapping tree,95957
ODN1,DMMAXINTOBJDETAIL_MAP,DMCFGOBJECT,MAXINTOBJDETAIL,intobjectname=:cfgobject,-,-,Mapping tree relationship...,95958
ODN1,VOIDRECEIPTS,SERVRECTRANS,SERVRECTRANS,receiptref=:servrectransid and issuetype in (select value from synonymdomain where domainid='ISSUETYP' and maxvalue='VOIDRECEIPT'),-,-,Relationship to the Servrectrans table,used to find all voided receipts.
ODN1,RETURNVOIDRECEIPTS,SERVRECTRANS,SERVRECTRANS,receiptref=:servrectransid and issuetype in (select value from synonymdomain where domainid='ISSUETYP' and maxvalue in ('RETURN','VOIDRECEIPT')),-,-,Relationship to the Servrectrans table
ODN1,PLUSCJOBPLAN,MASTERPM,JOBPLAN,jpnum = :jpnum and status in (select value from synonymdomain where domainid='JOBPLANSTATUS' and maxvalue ='ACTIVE'),-,-,Relationship to the Master PM's Jobplan records,used to find the jobplan records for a given Master PM
